Nombre,Modelo,Marca,Precio,Descripcion,Url IMG
TARJETA BLANCA ESTRELLA 5 X 8,0047,ESTRELLA,42.86,TARJETA DE TRABAJO BLANCA DE 135 GRAMOS MEDIDA 5 X 8 PULGADAS ESTRELLA MODELO 47 PAQUETE CON 100 TARJETAS,https://henki.com.mx/erp/shared_resources/productos/EST-TARBLA-1220.jpg-.jpg
PORTA GAFETE TIPO YOYO MAE,YO-10,MAE,14.14,PORTA GAFETE TIPO YOYO MAE MODELO YO-10 DE PLASTICO POR PIEZA,https://henki.com.mx/erp/shared_resources/restore/1006pzuyoqevaf.png
SOBRE DE PLASTICO CON RONDANA VERTICAL OFICIO COLOR TRANSPARENTE,SHFV-TR,MAE,20.88,SOBRE DE PLASTICO CON RONDANA E HILO FORMA VERTICAL TAMAÑO OFICIO MODELO SHFV-TR TRANSPARENTE MAE,https://henki.com.mx/erp/shared_resources/productos/MAE-SOBPLA-1234.jpg-.jpg
FOLDER CON PALANCA TAMAÑO CARTA NEGRO,CAPRKP-TC-NGR,KYMA,18.69,FOLDER TAMAÑO CARTA EN CARTULINA PRESSBOARD DE 330 GRAMOS CON PALANCA CAPACIDAD DE ARCHIVO HASTA 100 HOJAS MEDIDAS 24.5 X 29 CMS MODELO CAPRKP-TC-NGR COLOR NEGRO KYMA,https://henki.com.mx/erp/shared_resources/productos/KYM-CARPRE-1258.jpg
FOLDER CON PALANCA TAMAÑO CARTA VERDE CLARO,CAPRKP-TC-VDC,KYMA,18.69,FOLDER TAMAÑO CARTA EN CARTULINA PRESSBOARD DE 330 GRAMOS CON PALANCA CAPACIDAD DE ARCHIVO HASTA 100 HOJAS MEDIDAS 24.5 X 29 CMS MODELO CAPRKP-TC-VDC COLOR VERDE CLARO KYMA,https://henki.com.mx/erp/shared_resources/productos/KYM-CARPRE-1259.jpg
FOLDER CON PALANCA TAMAÑO OFICIO AZUL CLARO,CAPRKP-TO-AZC,KYMA,21.05,FOLDER TAMAÑO OFICIO EN CARTULINA PRESSBOARD DE 330 GRAMOS CON PALANCA CAPACIDAD DE ARCHIVO HASTA 100 HOJAS MEDIDAS 24.5 X 37 CMS MODELO CAPRKP-TO-AZC COLOR AZUL CLARO KYMA,https://henki.com.mx/erp/shared_resources/productos/KYM-CARPRE-1262.jpg
PIZARRON BLANCO ARGOS 30 CENTIMETROS X 40 CENTIMETROS,101,ARGOS,194.18,PIZARRON BLANCO ARGOS 30 CM X 40 CM MARCO DE ALUMINIO CON PORTA MARCADOR,https://henki.com.mx/erp/shared_resources/productos/ARG-PIZBLA-1267.jpg-.jpg
PIZARRON BLANCO ARGOS 40 CENTIMETROS X 60 CENTIMETROS,102,ARGOS,340.34,PIZARRON BLANCO ARGOS 40 CM X 60 CM MARCO DE ALUMINIO CON PORTA MARCADOR,https://henki.com.mx/erp/shared_resources/productos/ARG-PIZBLA-1268.jpg-.jpg
ROLLO DE HILO CAMPECHE ,H0203,CORCIMEX,,ROLLO DE HILO CAMPECHE CARRETE CON UN KILO FIBRA SINTETICA,https://henki.com.mx/erp/shared_resources/restore/1007o2hn457piy.png
MARCATEXTOS AMARILLO BEROL ,1776635,BEROL,8.06,"MARCATEXTOS AMARILLO BEROL PUNTA DE CINCEL, CUERPO REDONDO
",https://henki.com.mx/erp/shared_resources/productos/BER-MARAMA-1279.jpg
ETIQUETAS BLANCAS LESA No 19,LESA,LESA,33.96,ETIQUETAS BLANCAS LESA No 19 MEDIDA 101 MM X 46 MM CON 120 ETIQUETAS,https://henki.com.mx/erp/shared_resources/productos/LES-ETIBLA-1320-.jpg
ETIQUETA ADHESIVA LESA LEYENDA URGENTE,LESA,LESA,23.73,"ETIQUETA ADHESIVA LESA LEYENDA ""URGENTE"" CON 100 ETIQUETAS ",https://henki.com.mx/erp/shared_resources/productos/LES-ETIADH-1326-.jpg
ARILLOS DE PLASTICO CERLOX GBC 5/8 COLOR NEGRO,M080432,GBC,141.39,"ARILLOS DE PLASTICO PARA ENGARGOLAR 5/8"" CERLOX GBC MODELO M080432 COLOR NEGRO CAPACIDAD 96-110 HOJAS PAQUETE CON 25 ARILLOS",https://henki.com.mx/erp/shared_resources/productos/ACC-ARIDE-1373.jpg-.jpg
ARILLOS DE PLASTICO CERLOX GBC 7/16 COLOR NEGRO,M080254,GBC,75.34,"ARILLOS DE PLASTICO PARA ENGARGOLAR 7/16"" CERLOX GBC MODELO M080254 COLOR NEGRO CAPACIDAD 51-65 HOJAS PAQUETE CON 25 ARILLOS",https://henki.com.mx/erp/shared_resources/productos/ACC-ARIDE-1376.jpg-.jpg
CARPETA BLANCA DE VINYL PANORAMICA KYMA ,CPKCBHD-150-BCA,KYMA,63.11,"CARPETA DE VINYL PANORAMICA KYMA 1 1/2"" HERRAJE ""D"" MODELO CPKCBHD-150-BCA TAMAÑO CARTA COLOR BLANCO CAPACIDAD 300 HOJAS TRES VENTANAS DE DURABLE VINYL TRANSPARENTE",https://henki.com.mx/erp/shared_resources/productos/KYM-CARDE-1383.jpg-.jpg
CORRECTOR EN CINTA BIC 4.2 MM,BIC,BIC,40.35,CORRECTOR EN CINTA BIC 4.2 MM X 12 MTS,https://henki.com.mx/erp/shared_resources/restore/1016o1pezicfpv.png
CARPETA BLANCA PANORAMICA OKAMI T/CARTA HERRAJE D 1/2 PULGADA,OKAMICTA1/2D,OKAMI,56.93,"CARPETA BLANCA PANORAMICA OKAMI DE VINYL TAMAÑO CARTA 1/2 PULGADA HERRAJE D TRES VENTANAS DE VINYL TRANSPARENTE, CON  SOLAPAS INTERIORES",https://henki.com.mx/erp/shared_resources/productos/OFF-CARBLA-1410.jpg-.jpg
CARPETA BLANCA PANORAMICA OKAMI T/CARTA HERRAJE D 1 PULGADA,OKAMICTA1D,OKAMI,56.93,"CARPETA BLANCA PANORAMICA OKAMI DE VINYL TAMAÑO CARTA 1 PULGADA HERRAJE D TRES VENTANAS DE VINYL TRANSPARENTE, CON  SOLAPAS INTERIORES",https://henki.com.mx/erp/shared_resources/productos/OFF-CARBLA-1411.jpg-.jpg
CARPETA BLANCA PANORAMICA OKAMI T/CARTA HERRAJE D 2 PULGADAS,OKAMICTA2D,OKAMI,79.14,"CARPETA BLANCA PANORAMICA OKAMI DE VINYL TAMAÑO CARTA 2 PULGADAS HERRAJE D TRES VENTANAS DE VINYL TRANSPARENTE, CON  SOLAPAS INTERIORES",https://henki.com.mx/erp/shared_resources/productos/OFF-CARBLA-1412.jpg-.jpg
CARPETA BLANCA PANORAMICA OKAMI T/OFICIO HERRAJE O 3 PULGADAS,OKAMIOFI3O,OKAMI,111.55,"CARPETA BLANCA PANORAMICA OKAMI DE VINYL TAMAÑO OFICIO 3 PULGADAS HERRAJE O TRES VENTANAS DE VINYL TRANSPARENTE, CON SOLAPAS INTERIORES",https://henki.com.mx/erp/shared_resources/productos/OFF-CARBLA-1415.jpg-.jpg
CARPETA BLANCA PANORAMICA OKAMI T/OFICIO HERRAJE D 3 PULGADAS,OKAMIOFI3D,OKAMI,116.25,"CARPETA BLANCA PANORAMICA OKAMI DE VINYL TAMAÑO OFICIO 3 PULGADAS HERRAJE D TRES VENTANAS DE VINYL TRANSPARENTE, CON  SOLAPAS INTERIORES",https://henki.com.mx/erp/shared_resources/productos/OFF-CARBLA-1416.jpg-.jpg
AGENDA EJECUTIVA DE VINYL PONTOR 17X22 CM,AG001P PONTOR,PONTOR,139.2,AGENDA EJECUTIVA DE VINYL PONTOR MODELO AG001P COLOR NEGRO MEDIDA 17X22 CM CON TIRA MARCA PAGINAS Y DIRECTORIO ,https://henki.com.mx/erp/shared_resources/productos/PON-AGEEJE-1425.jpg-.jpg
PEGAMENTO KOLA LOKA GOTERITO 3.5 GRAMOS,KOLA LOKA,KOLA-LOKA,25.89,PEGAMENTO KOLA LOKA GOTERITO 3.5 GRAMOS PEGAMENTO INSTANTANEO PEGA PLASTICOS METALES HULES CERAMICA POCELANA UÑAS CRISTAL ,https://henki.com.mx/erp/shared_resources/restore/1018j12xdkm9y5.png
SELLO DE PLASTICO BARRILITO PRACTI SELLO CANCELADO,30003B,BARRILITO,25.06,"SELLO DE PLASTICO BARRILITO PRACTI SELLO LEYENDA ""CANCELADO"" MODELO 30003B BASE DE 18 X 72 MM",https://henki.com.mx/erp/shared_resources/restore/1019d1dpqxmpon.png
MICA PEGADA DE VINYL TAMAÑO CARTA TRANSPARENTE,RICMEN,RICMEN,5.19,MICA PEGADA DE VINYL TAMAÑO CARTA TRANSPARENTE SIN PERFORACION MEDIDA 29 CM X 23 CM ,https://henki.com.mx/erp/shared_resources/productos/RIC-MICPEG-1468.jpg-.jpg
PIZARRON DE CORCHO ARGOS 30 X 40,202,ARGOS,135.02,PIZARRON DE CORCHO ARGOS 30 X 40 MARCO DE ALUMINIO,https://henki.com.mx/erp/shared_resources/productos/ARG-PIZDE-1481.jpg-.jpg
TAPETE PARA CORTE OLFA ,NCM M,OLFA,910.23,TAPETE PARA CORTE OLFA MODELO NCM-M MEDIDA 45 X 61 CM 3 MM DE ESPESOR CON COLOR DE BASE VERDE ,https://henki.com.mx/erp/shared_resources/restore/1022yyjek5jcr0.png
CAJA PARA ARCHIVO DESLIZABLE GEO CON JALADERA,49,GEO,318.31,CAJA PARA ARCHIVO DESLIZABLE GEO CON REFUERZOS Y JALADERA DE PLASTICO MEDIDAS 60 X 40 X 27 RESIST-14 CORRUGADO SENCILLO,https://henki.com.mx/erp/shared_resources/restore/1028ihkdnymq28.png
CAJA DE ARCHIVO MUERTO PLASTICO KYMA TAMAÑO CARTA,CJKY-PL-CT,KYMA,76.02,CAJA DE ARCHIVO MUERTO PLASTICO KYMA MODELO CJKY-PL-CT TAMAÑO CARTA MEDIDA 35 X 30 X 25 TAPA INDEPENDIENTE,https://henki.com.mx/erp/shared_resources/restore/1036vzhngf215t.png
FOLIADOR METALICO MAE 6 DIGITOS ,FOM-06,MAE,371.19,FOLIADOR METALICO MAE MODEO FOM-06 DE 6 DIGITOS CONTIENE: 1 FOLIADOR 2 ALMOHADILLAS 1 TINTA 1 AJUSTADOR PLASTICO,https://henki.com.mx/erp/shared_resources/restore/1038bz6978lujq.png
FOLDER TAMAÑO OFICIO COLOR BITONO ROJO,C1050 1/2 RJ,PENDAFLEX,7.07,FOLDER TAMAÑO OFICIO BITONO INTERIOR Y EXTERIOR CON 1/2 CEJA PUNTA SRECTAS Y PRESUAJADO SUPERIOR Y LATERAL PARA BROCHE DE 8 CMS MEDIDAS 22 X 34 CMS CAJA CON 50 PIEZAS COLOR COLOR ROJO MODELO C0050 1/2 AM PENDAFLEX,https://henki.com.mx/erp/shared_resources/productos/PEN-FOLDOB-1551.jpg
ORGANIFOLDER DE ACRILICO CRISTAL,3233CR,SABLON,341.71,ORGANIFOLDER DE ACRILICO TAMAÑO CARTA OFICIO Y A4 CON TRES COMPARTIMENTOS PARA PARED O ESCRITORIO MEDIDAS 36 X 12.5 X 30 CMS COLOR CRISTAL MODELO 3233CR SABLON,https://henki.com.mx/erp/shared_resources/productos/SAB-ORGSAB-1555.jpg-.jpg
TABLA SUJETAPAPEL DE ACRILICO TAMAÑO CARTA,PB-8025-A,SABONIS,64.55,TABLA SUJETAPAPEL TAMAÑO CARTA DE ACRILICO COLOR HUMO CON BROCHE METALICO MEDIDAS 23 X 32 CMS MODELO PB8025 SABONIS,https://henki.com.mx/erp/shared_resources/productos/SAB-TABSUJ-1565.jpg
ORGANIZADOR DE ESCRITORIO GIRATORIO MAE,OGE-20,MAE,324.56,ORGANIZADOR DE ESCRITORIO GIRATORIO MAE MODELO OGE-20 MEDIDA 20 CM X 19 CM MULTIPLES COMPARTIMENTOS,https://henki.com.mx/erp/shared_resources/productos/MAE-ORGDE-1568.jpg-.jpg
CALCULADORA DE ESCRITORIO 12 DIGITOS DELTA ,7807CDE,DELTA,127.94,CALCULADORA DE ESCRITORIO DELTA MODELO 7807CDE 12 DIGITOS,https://henki.com.mx/erp/shared_resources/productos/DEL-CALDE-1569.jpg-.jpg
SEPARADORES WILSON JONES INSERTABLES 5 DIVISIONES MODELO P6127,P6127,WILSON JONES,17.53,SEPARADORES WILSON JONES INSERTABLES 5 DIVISIONES MODELO P6127 PESTAÑAS DE COLOR CON 1 JUEGO,https://henki.com.mx/erp/shared_resources/productos/ACC-SEPWIL-1582.jpg-.jpg
ARILLOS DE PLASTICO CERLOX GBC 2 PULGADAS COLOR NEGRO ,M080911,GBC,284.16,"ARILLOS DE PLASTICO PARA ENGARGOLAR 2"" CERLOX GBC MODELO M080911 COLOR NEGRO PAQUETE CON 25 ARILLOS	",https://henki.com.mx/erp/shared_resources/productos/GBC-ARIDE-1929.jpg-.jpg
ARILLO TWIN LOOP DOBLE METALICO 7/16 PULGADAS COLOR NEGRO ,M500144,GBC,512.83,ARILLO TWIN LOOP DOBLE METALICO 7/16 PULGADAS COLOR NEGRO MARCA GBC MODELO M500144 CON 100 PZAS	,https://henki.com.mx/erp/shared_resources/productos/GBC-ARITWI-1930.jpg-.jpg
PLASTILINA PELIKAN CON 10 BARRAS COLORES SURTIDOS,06700000,PELIKAN,13.92,PLASTILINA PELIKAN CON 10 BARRAS COLORES SURTIDOS,https://henki.com.mx/erp/shared_resources/productos/350_C10_PLASTILINA_COLORES_PELIKAN_1200x1200.jpg
ENGRAPADORA DELTA TIRA COMPLETA DE02,DE02,DELTA,74.29,ENGRAPADORA DELTA TIRA COMPLETA MODELO DE02 COLOR NEGRA USA GRAPA ESTANDAR ,https://henki.com.mx/erp/shared_resources/productos/DEL-ENGDEL-1951.jpg-.jpg
LAPIZ BICOLOR HEXAGONAL DELGADO DIXON,DIXON,DIXON,4.01,LAPIZ BICOLOR HEXAGONAL DELGADO DIXON,https://henki.com.mx/erp/shared_resources/productos/1952RE.png
PORTAMINAS SABONIS METALICO 0.5 MM MODELO P909,P-909,SABONIS,17.82,PORTAMINAS SABONIS METALICO 0.5 MM MODELO P909 CUERPO METALICO,https://henki.com.mx/erp/shared_resources/productos/SAB-PORSAB-1953.jpg-.jpg
DESPACHADOR PARA CINTA CHICO LEADER,33M,LEADER,62.92,DESPACHADOR PARA CINTA CHICO LEADER DE PLASTICO COLOR NEGRO,https://henki.com.mx/erp/shared_resources/productos/LEA-DESPAR-1979.jpg
LIGA DE HULE NATURAL No 18 HERCULES EN CAJA,HERCULES,HERCULES,16.13,LIGA DE HULE NATURAL No 18 HERCULES EN CAJA CON 100 GRAMOS,https://henki.com.mx/erp/shared_resources/restore/1064x4zuesblyw.png
DEDAL DE HULE HERCULES No 10,HERCULES,HERCULES,2.31,DEDALES DE HULE HERCULES No 10,https://henki.com.mx/erp/shared_resources/productos/1HER-DEDDE-1981.jpg
MARCADOR DE CERA PELIKAN BLANCO,50800118,PELIKAN,9.63,MARCADOR DE CERA PELIKAN BLANCO,https://henki.com.mx/erp/shared_resources/productos/PEL-MARDE-1985.jpg-.jpg
FOLDER BROCHE DE 8 CMS TAMAÑO OFICIO AZUL OSCURO,CAPRKB-TO-AZO,KYMA,11.51,FOLDER TAMAÑO OFICIO EN CARTULINA PRESSBOARD DE 330 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS CON BROCHE DE 8 CENTIMETROS MEDIDAS 24.5 X 35.5 CMS COLOR AZUL OSCURO MODELO CAPRKB-TO-AZO KYMA,https://henki.com.mx/erp/shared_resources/productos/KYM-CARPRE-2008.jpg-.jpg
CUBIERTA PLASTICA CROMO ZEBRA KRISTAL SOLIDO TAMAÑO OFICIO,ZEBRA BINDING,ZEBRA BINDINGS,115.54,CUBIERTA PLASTICA CROMO ZEBRA KRISTAL SOLIDO TAMAÑO OFICIO CON 50 PIEZAS,https://henki.com.mx/erp/shared_resources/productos/1ZEB-CUBPLA-2013.jpg-.jpg
BOLIGRAFO KILOMETRICO PUNTO MEDIANO TURQUEZA,LA3566,BEROL,3.17,BOLIGRAFO KILOMETRICO PUNTO MEDIANO 1.0 MM COLOR TURQUEZA PAPER MATE,https://henki.com.mx/erp/shared_resources/productos/DC-BOLKIL-2016.jpg-.jpg
"GOMA FACTIS S-20 LIBRE DE PVC, NO TOXICO",S-20,FACTIS,8.66,"GOMA FACTIS S-20 LIBRE DE PVC, NO TOXICO",https://henki.com.mx/erp/shared_resources/productos/DC-GOMFAC-2019-.jpg
CUADERNO ITALIANO ESTRELLA ESPIRAL RAYADO 100 HOJAS,0156,ESTRELLA,18.82,CUADERNO ITALIANO ESTRELLA ESPIRAL RAYADO 100 HOJAS MODELO 0156 PAPEL BOND 52GR,https://henki.com.mx/erp/shared_resources/productos/EST-CUAITA-2038.jpg
LIBRETA PASTA DURA FORMA FRANCESA 96 HOJAS RAYA FORMATA,FORMATA,FORMATA,18.1,LIBRETA PASTA DURA FORMA FRANCESA 96 HOJAS RAYA FORMATA,https://henki.com.mx/erp/shared_resources/productos/FOR-LIBPAS-2046.jpg
SOLICITUD DE EMPLEO FORTEC MODELO 2002 ,SE-2002,FORTEC,44.38,SOLICITUD DE EMPLEO FORTEC MODELO 2002 CON 25 HOJAS TAMAÑO CARTA,https://henki.com.mx/erp/shared_resources/productos/FOR-SOLDE-2055.jpg-.jpg
CAJA PARA ARCHIVO MUERTO PLASTICO GEO OFICIO ,GEO,GEO,,CAJA PARA ARCHIVO DE PLASTICO GEO MEDIDA 50X38X25 CM TAPA SEPARADA CALIBRE 4MM,https://henki.com.mx/erp/shared_resources/productos/GEO-CAJPAR-2066.jpg
SEPARADORES FORTEC 5 DIVISIONES,F-IN-6200,FORTEC,15.92,SEPARADORES FORTEC 5  DIVISIONES MODELO F-IN-6200 CEJA DE COLOR CON NUMERO CON 1 JUEGO,https://henki.com.mx/erp/shared_resources/productos/FOR-SEPFOR-2075.jpg-.jpg
FOLDER TAMAÑO OFICIO COLOR AZUL,M751 1/2 BLU,OXFORD,3.41,FOLDER TAMAÑO OFICIO EN CARTULINA DE 171 GRAMOS CON 1/2 CEJA Y PUNTAS REDONDEADAS CON DOBLE PERFORACION PARA BROCHE MEDIDAS 22 X 34.5 CMS CAJA CON 100 PIEZAS COLOR AZUL MODELO M7511/2BLU OXFORD,https://henki.com.mx/erp/shared_resources/productos/OXF-FOLTAM-2081.jpg
LAPICES DE COLORES PRISMACOLOR JUNIOR CON 24 PIEZAS,1972876,BEROL,165.72,LAPICES DE COLORES PRISMACOLOR JUNIOR CON 24 PIEZAS,https://henki.com.mx/erp/shared_resources/productos/7508205120828.jpg-.jpg
MICA TERMICA MODELO CIRCULACION ZEBRA,MT-1407-NAL,ZEBRA BINDINGS,189.31,MICA TERMICA ZEBRA MODELO CIRCULACION 8 MILESIMAS MEDIDA 10 CM X 14.5 CM X CAJA CON 100 PIEZAS,https://henki.com.mx/erp/shared_resources/productos/ZEB-MICTER-2110.jpg-.jpg
MICA TERMICA MODELO ETIQUETA ZEBRA,MT-1404 NAL,ZEBRA BINDINGS,105.79,MICA TERMICA ZEBRA MODELO ETIQUETA 8 MILESIMAS MEDIDA 6.5 CM X 10.8 CM CAJA CON 100 PIEZAS,https://henki.com.mx/erp/shared_resources/productos/ZEB-MICTER-2111.jpg-.jpg
CINTA DE MONTAJE PARA INTERIORES 3M SCOTCH 110SP,110SP,3M,75.24,CINTA DE MONTAJE PARA INTERIORES 3M SCOTCH MODELO 110SP MEDIDA 12.7mm X 1.9 MTS ,https://henki.com.mx/erp/shared_resources/productos/CINTA DE MONTAJE PARA INTERIORES SCOTCH MODELO 110SP MEDIDA 12.7mm X 1.9 MTS.jpg
CINTA PARA LIBROS 3M BOOK TAPE MODELO 845 50.8MM X 13.7 MTS,845,3M,120.12,CINTA PARA LIBROS 3M BOOK TAPE MODELO 845 MEDIDA 50.8MM X 13.7MTS,https://henki.com.mx/erp/shared_resources/productos/CINTA PARA LIBROS 3M BOOK TAPE MODELO 845.jpg
CINTA MASKING TAPE JANEL MODELO 110 PLUS 48 MM X 50 MTS,1104850100,JANEL,60.72,CINTA MASKING TAPE JANEL MODELO 110 PLUS MEDIDA 48 MM X 50 MTS PARA USO GENERAL ,https://henki.com.mx/erp/shared_resources/productos/CINTA MASKING TAPE JANEL MODELO 110 PLUS.jpg
GRAPA USO PESADO BOSTITCH 1/4,SB351/4-1M,BOSTITCH,39.76,"GRAPA USO PESADO 1/4"" BOSTITCH MODELO SB351/4-1M CAPACIDAD 25 HOJAS CAJA CON 1000 GRAPAS ",https://henki.com.mx/erp/shared_resources/productos/1BOS-GRAUSO-2162.jpg-.jpg
SELLO AUTO ENTINTABLE SHINY PAGADO,S-842,SHINY,298.79,SELLO AUTO ENTINTABLE SHINY LEYENDA DE PAGADO COLOR NEGRO MODELO S-842,https://henki.com.mx/erp/shared_resources/restore/1090c78i235g54.png
DIAMANTINA BARRILITO CON APLICADOR ,8041DYA,BARRILITO,48.2,DIAMANTINA BARRILITO MODELO 8041DYA CON APLICADOR CON 6 COLORES  METALICOS ,https://henki.com.mx/erp/shared_resources/productos/BAR-DIABAR-2166.jpg-.jpg
ENGARGOLADORA GBC WIRE TB6 MX0030,MX0030,GBC,3483.33,"ENGARGOLADORA GBC MODELO WIRETB6 PARA ARILLO METALICO MX0030, CAPACIDAD DE ENGARGOLADO 120 HOJAS CAPACIDAD DE PERFORADO O HOJAS TAMAÑO CARTA GUIA DE ELECCION DE MEDIDA E INDICADOR DE PERFORADO",https://henki.com.mx/erp/shared_resources/productos/7508205121672.jpg-.jpg
PERFORADORA DOBLE METALICA BARRILITO ,857I,BARRILITO,397.08,PERFORADORA DOBLE METALICA BARRILITO MODELO 857I PERFORA HASTA 40 HOJAS SELECTOR DE DISTANCIA DE PERFORACION DE 7 Y 8 CMS ,https://henki.com.mx/erp/shared_resources/restore/1092zja27avz2e.png
CRAYONES DE CERA DELGADO PELICRAYONES CON 12 PIEZAS,50501200,PELIKAN,18.24,CRAYONES DE CERA DELGADO REDONDOS PELICRAYONES CON 12 PIEZAS ,https://henki.com.mx/erp/shared_resources/productos/7508205121788.jpg-.jpg
SEPARADORES FORTEC 12 DIVISIONES,F-IN-6203,FORTEC,29.54,SEPARADORES FORTEC 12 DIVISIONES MODELO F-IN-6203 CEJA DE COLOR CON NUMERO CON 1 JUEGO,https://henki.com.mx/erp/shared_resources/productos/FOR-SEPFOR-2197.jpg-.jpg
SEPARADORES CARDINAL 31 DIVISIONES,E60118,PENDAFLEX,88.75,SEPARADORES CARDINAL 31 DIVISIONES CON NUMERO MODELO E61118 FORMATO VERTICAL U HORIZONTAL UN JUEGO,https://henki.com.mx/erp/shared_resources/productos/PEN-SEPCAR-2203.jpg-.jpg
TIJERAS DE COSTURA Y OFICINA DELTA,D-6B,DELTA,28.94,"TIJERA DE ACERO INOXIDABLE  PARA COSTURA Y OFICINA DE 15 cm (6"") MANGO DE PLASTICO MODELO D-6B DELTA",https://henki.com.mx/erp/shared_resources/productos/7508205122112.jpg-.jpg
ESTUHE CON 4 PINTURAS KORES DEDIKOLOR,72524,KORES,115.34,ESTUCHE CON 4 PINTURAS DIGITAL KORES DEDIKOLOR  DE 150 ML CADA UNA COLORES PRIMARIOS,https://henki.com.mx/erp/shared_resources/productos/7508205122204.jpg-.jpg
LIBRO FLORETE RAYA 240 HOJAS ESTRELLA FRANCESA,0100,ESTRELLA,275.44,LIBRO FLORETE ESTRELLA RAYA FORMA FRANCESA CON 240 HOJAS PAPEL BOND DE 60 GRAMOS MEDIDAS 23.6 X 34.1 CMS MODELO 100,https://henki.com.mx/erp/shared_resources/productos/7508205122310.jpg-.jpg
TABLA SUJETAPAPEL DE FIBRACEL TAMAÑO OFICIO,106,GOODY LASER DE MEXICO,43.6,TABLA SUJETAPAPEL TAMAÑO OFICIO DE FIBRACEL COLOR MADERA CON BROCHE METALICO MEDIDAS 23 X 40 CMS MODELO 106 GOODY LASER,https://henki.com.mx/erp/shared_resources/productos/GOO-TABSUJ-2252.jpg
ENMICADORA FUSION 65L GBC,P6661,GBC,4117.95,"ENMICADORA FUSION 65L GBC MODELO P6661 PARA MICA TAMAÑO CARTA Y OFICIO
CALIENTA EN 2 MIN UTILIZA MICA CALIBRE DE 3, 5 Y 10ML, NO UTILIZA CARRIER",https://henki.com.mx/erp/shared_resources/productos/7508205122570.jpg-.jpg
BASE PARA CALENDARIO ACRILICO HUMO SABLON,3006HU,SABLON,62.06,BASE PARA CALENDARIO DE ACRILICO COLOR HUMO MODELO 3006 MEDIDAS APROXIMADAS 19 X 20.5 X 3 CMS SABLON,https://henki.com.mx/erp/shared_resources/productos/1SAB-BASPAR-2269.jpg-.jpg
ARILLOS DE PLASTICO CERLOX GBC 1 1/2 PULGADAS COLOR NEGRO ,M080791,GBC,237.86,"ARILLOS DE PLASTICO PARA ENGARGOLAR 1 1/2"" CERLOX GBC MODELO M080791 COLOR NEGRO PAQUETE CON 25 ARILLOS	",https://henki.com.mx/erp/shared_resources/productos/7508205122730.jpg-.jpg
NOTAS ADHESIVAS 3X3 NEON,21332SPO,MAE,20.42,"BLOCK DE NOTAS ADHESIVAS MEDIDA 76 MM X 76 MM (3"" X 3"") COLOR NEON DE 100 HOJAS POR PIEZA MODELO 21332SPO MAE",https://henki.com.mx/erp/shared_resources/restore/1108u3uzdw80zy.jpg
SEPARADORES PERSONALIZABLES BLANCOS AVERY,11436,AVERY,33.71,"SEPARADORES PERSONALIZABLES BLANCOS AVERY MODELO 11436 5 PESTAÑAS 5 JUEGOS, SIN NUMERO 1 JUEGO ",https://henki.com.mx/erp/shared_resources/productos/AVE-SEPPER-2306.jpg-.jpg
MARCADORES BIC MARKING CON 4 COLORES SURTIDOS,4847506309,BIC,78.82,MARCADORES PERMANENTES BIC MARKING CON 4 COLORES SURTIDOS PUNTO FINO 1.1 MM CON SUAVE GRIP ACOJINADO,https://henki.com.mx/erp/shared_resources/productos/2315.jpg
BROCHE LATONADO DE 25MM,BRL-25,MAE,47.44,BROCHE LATONADO DE 25MM MAE CAJA CON 100 PIEZAS,https://henki.com.mx/erp/shared_resources/productos/2318ARE.png
REGISTRADOR JYL TAMAÑO OFICIO COLOR VERDE MARMOLEADO,JYL OFI,JYL,45.64,REGISTRADOR JYL TAMAÑO OFICIO COLOR VERDE MARMOLEADO,https://henki.com.mx/erp/shared_resources/restore/111209k1h4wync.jpg
COLORES VIVIDEL CON 12 COLORES LARGOS,VIVIDEL12L,DIXON,51.95,COLORES VIVIDEL CON 12 LARGOS,https://henki.com.mx/erp/shared_resources/productos/7508205123256.jpg-.jpg
PIZARRON DE CORCHO ARGOS 0.90 x 1.20 CM,206,ARGOS,,PIZARRON DE CORCHO ARGOS 0.90 X 1.20 CM MARCO DE ALUMINIO,https://henki.com.mx/erp/shared_resources/productos/2333.jpg
ROTAFOLIO ARGOS BLANCO FIJO ,411,ARGOS,1954.37,ROTAFOLIO ARGOS BLANCO FIJO UNA CARA MEDIDA 90 X 70 CM MARCO DE ALUMINIO  INCLUYE SUJETADOR DE PAPEL Y PORTA PLUMON,https://henki.com.mx/erp/shared_resources/productos/2357.jpg
FOLDER TAMAÑO CARTA COLOR NARANJA INTENSO,JYL,APSA,2.62,FOLDER TAMAÑO CARTA EN CARTULINA DE 165 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS MEDIDAS 23.5 X 29.5 CMS CAJA CON 100 PIEZAS COLOR NARANJA INTENSO APSA,https://henki.com.mx/erp/shared_resources/productos/JYL-FOLTAM-2395.jpg
