Enlace Internacional,Fecha,Hora,Cantidad de Energia Asignada de Importacion (MWh),Cantidad de Energia Asignada de Exportacion (MWh)
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,3,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,4,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,5,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,6,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,7,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,8,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,9,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,10,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,11,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,12,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,13,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,14,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,15,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,16,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,17,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,18,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,19,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,20,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,19,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/27,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/27,1,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,2,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,3,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,4,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,5,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,6,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,7,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,8,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,9,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,10,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,11,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,12,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,13,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,14,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,15,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,16,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,17,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,18,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,19,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,20,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,21,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,22,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,23,0,110
TAPACHULA-LOS BRILLANTES,2022/07/27,24,0,110
XULHA-BELICE,2022/07/27,1,0,51
XULHA-BELICE,2022/07/27,2,0,54
XULHA-BELICE,2022/07/27,3,0,53
XULHA-BELICE,2022/07/27,4,0,54
XULHA-BELICE,2022/07/27,5,0,53
XULHA-BELICE,2022/07/27,6,0,52
XULHA-BELICE,2022/07/27,7,0,48
XULHA-BELICE,2022/07/27,8,0,48
XULHA-BELICE,2022/07/27,9,0,44
XULHA-BELICE,2022/07/27,10,0,45
XULHA-BELICE,2022/07/27,11,0,40
XULHA-BELICE,2022/07/27,12,0,40
XULHA-BELICE,2022/07/27,13,0,40
XULHA-BELICE,2022/07/27,14,0,38
XULHA-BELICE,2022/07/27,15,0,39
XULHA-BELICE,2022/07/27,16,0,42
XULHA-BELICE,2022/07/27,17,0,42
XULHA-BELICE,2022/07/27,18,0,41
XULHA-BELICE,2022/07/27,19,0,39
XULHA-BELICE,2022/07/27,20,0,40
XULHA-BELICE,2022/07/27,21,0,48
XULHA-BELICE,2022/07/27,22,0,47
XULHA-BELICE,2022/07/27,23,0,45
XULHA-BELICE,2022/07/27,24,0,51
CD INDUSTRIAL - LAREDO AMER,2022/07/28,1,89,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,2,54,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,3,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,4,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,5,54,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,6,54,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,7,61,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,8,41,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,9,29,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,10,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,11,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,12,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,13,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,14,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,15,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,16,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,17,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,18,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,19,44,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,20,49,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,21,69,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,22,69,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,23,69,0
CD INDUSTRIAL - LAREDO AMER,2022/07/28,24,82,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,1,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,2,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,3,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,4,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,5,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,6,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,7,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,8,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,9,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,10,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,11,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,12,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,13,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,14,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,15,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,16,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,17,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,18,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,19,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,20,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/28,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,19,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/28,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/28,1,0,110
TAPACHULA-LOS BRILLANTES,2022/07/28,2,5,110
TAPACHULA-LOS BRILLANTES,2022/07/28,3,15,110
TAPACHULA-LOS BRILLANTES,2022/07/28,4,15,110
TAPACHULA-LOS BRILLANTES,2022/07/28,5,5,110
TAPACHULA-LOS BRILLANTES,2022/07/28,6,5,110
TAPACHULA-LOS BRILLANTES,2022/07/28,7,5,110
TAPACHULA-LOS BRILLANTES,2022/07/28,8,5,110
TAPACHULA-LOS BRILLANTES,2022/07/28,9,5,110
TAPACHULA-LOS BRILLANTES,2022/07/28,10,5,110
TAPACHULA-LOS BRILLANTES,2022/07/28,11,5,110
TAPACHULA-LOS BRILLANTES,2022/07/28,12,0,110
TAPACHULA-LOS BRILLANTES,2022/07/28,13,0,110
TAPACHULA-LOS BRILLANTES,2022/07/28,14,0,110
TAPACHULA-LOS BRILLANTES,2022/07/28,15,0,110
TAPACHULA-LOS BRILLANTES,2022/07/28,16,0,110
TAPACHULA-LOS BRILLANTES,2022/07/28,17,0,110
TAPACHULA-LOS BRILLANTES,2022/07/28,18,0,110
TAPACHULA-LOS BRILLANTES,2022/07/28,19,0,110
TAPACHULA-LOS BRILLANTES,2022/07/28,20,0,110
TAPACHULA-LOS BRILLANTES,2022/07/28,21,0,110
TAPACHULA-LOS BRILLANTES,2022/07/28,22,0,110
TAPACHULA-LOS BRILLANTES,2022/07/28,23,0,110
TAPACHULA-LOS BRILLANTES,2022/07/28,24,5,110
XULHA-BELICE,2022/07/28,1,0,51
XULHA-BELICE,2022/07/28,2,0,54
XULHA-BELICE,2022/07/28,3,0,54
XULHA-BELICE,2022/07/28,4,0,54
XULHA-BELICE,2022/07/28,5,0,52
XULHA-BELICE,2022/07/28,6,0,51
XULHA-BELICE,2022/07/28,7,0,47
XULHA-BELICE,2022/07/28,8,0,48
XULHA-BELICE,2022/07/28,9,0,44
XULHA-BELICE,2022/07/28,10,0,42
XULHA-BELICE,2022/07/28,11,0,46
XULHA-BELICE,2022/07/28,12,0,45
XULHA-BELICE,2022/07/28,13,0,46
XULHA-BELICE,2022/07/28,14,0,45
XULHA-BELICE,2022/07/28,15,0,47
XULHA-BELICE,2022/07/28,16,0,48
XULHA-BELICE,2022/07/28,17,0,48
XULHA-BELICE,2022/07/28,18,0,51
XULHA-BELICE,2022/07/28,19,0,52
XULHA-BELICE,2022/07/28,20,0,52
XULHA-BELICE,2022/07/28,21,0,54
XULHA-BELICE,2022/07/28,22,0,54
XULHA-BELICE,2022/07/28,23,0,54
XULHA-BELICE,2022/07/28,24,0,45
CD INDUSTRIAL - LAREDO AMER,2022/07/29,1,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,2,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,3,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,4,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,5,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,6,81,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,7,29,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,8,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,9,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,10,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,11,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,12,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,13,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,14,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,15,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,16,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,17,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,18,15,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,19,89,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,20,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,21,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,22,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,23,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/29,24,90,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,1,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,2,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,3,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,4,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,5,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,6,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,7,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,8,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,9,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,10,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,11,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,12,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,13,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,14,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,15,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,16,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,17,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,18,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,19,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,20,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/29,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,19,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/29,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/29,1,15,110
TAPACHULA-LOS BRILLANTES,2022/07/29,2,15,110
TAPACHULA-LOS BRILLANTES,2022/07/29,3,15,110
TAPACHULA-LOS BRILLANTES,2022/07/29,4,15,110
TAPACHULA-LOS BRILLANTES,2022/07/29,5,15,110
TAPACHULA-LOS BRILLANTES,2022/07/29,6,15,110
TAPACHULA-LOS BRILLANTES,2022/07/29,7,15,110
TAPACHULA-LOS BRILLANTES,2022/07/29,8,10,110
TAPACHULA-LOS BRILLANTES,2022/07/29,9,10,110
TAPACHULA-LOS BRILLANTES,2022/07/29,10,0,110
TAPACHULA-LOS BRILLANTES,2022/07/29,11,10,110
TAPACHULA-LOS BRILLANTES,2022/07/29,12,10,110
TAPACHULA-LOS BRILLANTES,2022/07/29,13,0,110
TAPACHULA-LOS BRILLANTES,2022/07/29,14,10,110
TAPACHULA-LOS BRILLANTES,2022/07/29,15,0,110
TAPACHULA-LOS BRILLANTES,2022/07/29,16,0,110
TAPACHULA-LOS BRILLANTES,2022/07/29,17,0,110
TAPACHULA-LOS BRILLANTES,2022/07/29,18,0,110
TAPACHULA-LOS BRILLANTES,2022/07/29,19,0,110
TAPACHULA-LOS BRILLANTES,2022/07/29,20,0,110
TAPACHULA-LOS BRILLANTES,2022/07/29,21,0,110
TAPACHULA-LOS BRILLANTES,2022/07/29,22,0,110
TAPACHULA-LOS BRILLANTES,2022/07/29,23,0,135
TAPACHULA-LOS BRILLANTES,2022/07/29,24,15,110
XULHA-BELICE,2022/07/29,1,0,45
XULHA-BELICE,2022/07/29,2,0,54
XULHA-BELICE,2022/07/29,3,0,54
XULHA-BELICE,2022/07/29,4,0,54
XULHA-BELICE,2022/07/29,5,0,54
XULHA-BELICE,2022/07/29,6,0,54
XULHA-BELICE,2022/07/29,7,0,50
XULHA-BELICE,2022/07/29,8,0,49
XULHA-BELICE,2022/07/29,9,0,44
XULHA-BELICE,2022/07/29,10,0,51
XULHA-BELICE,2022/07/29,11,0,40
XULHA-BELICE,2022/07/29,12,0,43
XULHA-BELICE,2022/07/29,13,0,45
XULHA-BELICE,2022/07/29,14,0,44
XULHA-BELICE,2022/07/29,15,0,46
XULHA-BELICE,2022/07/29,16,0,47
XULHA-BELICE,2022/07/29,17,0,46
XULHA-BELICE,2022/07/29,18,0,42
XULHA-BELICE,2022/07/29,19,0,40
XULHA-BELICE,2022/07/29,20,0,42
XULHA-BELICE,2022/07/29,21,0,49
XULHA-BELICE,2022/07/29,22,0,48
XULHA-BELICE,2022/07/29,23,0,46
XULHA-BELICE,2022/07/29,24,0,50
CD INDUSTRIAL - LAREDO AMER,2022/07/30,1,59,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,2,49,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,3,49,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,4,49,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,5,49,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,6,49,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,7,29,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,8,29,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,9,29,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,10,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,11,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,12,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,13,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,14,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,15,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,16,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,17,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,18,46,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,19,79,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,20,76,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,21,82,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,22,76,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,23,64,0
CD INDUSTRIAL - LAREDO AMER,2022/07/30,24,64,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,1,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,2,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,3,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,4,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,5,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,6,30,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,7,15,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,8,15,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,9,15,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,10,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,11,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,12,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,13,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,14,0,15
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,15,0,35
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,16,0,40
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,17,0,35
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,18,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,19,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,20,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/30,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,19,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/30,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/30,1,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,2,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,3,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,4,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,5,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,6,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,7,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,8,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,9,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,10,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,11,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,12,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,13,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,14,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,15,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,16,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,17,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,18,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,19,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,20,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,21,0,120
TAPACHULA-LOS BRILLANTES,2022/07/30,22,0,145
TAPACHULA-LOS BRILLANTES,2022/07/30,23,0,145
TAPACHULA-LOS BRILLANTES,2022/07/30,24,0,120
